Date du document;Document d'achat;Magasin cédant;Magasin;Groupe d'acheteurs;Poste;Article;Désignation;Quantité de commande;Reste à livrer (quantité);Unité d'achat;Historique commande/documentation appels;Devise;Prix net;Valeur nette de cde;Division;Nom du fournisseur
03/04/2008;4500026213;;;PE;30;101606820;SUCRES;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;200;1000;PRNY;LA CAPSULE - MALONGO CAFES
03/04/2008;4500026213;;;PE;40;101606820;BOITES MOULUS - EXPRESS;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;980;1960;PRNY;LA CAPSULE - MALONGO CAFES
04/04/2008;4500026233;;100;PE;10;101606300;CLE UNIVERSELLE POUR ARMOIRE ELEC;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;2388;4776;PRNY;ELECTROPAC
04/04/2008;4500026233;;100;PE;20;101606300;AMP BA9S 6V 500MA SIGNALISATION;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;236;2360;PRNY;ELECTROPAC
04/04/2008;4500026233;;100;PE;30;101606300;ACCES DALLE BOULON TRCC 8X40 ZB;100;0;UNI;;XPF;36;3600;PRNY;ELECTROPAC
04/04/2008;4500026233;;100;PE;40;101606300;AMP  BA9S 6V 500MA SIGNALISATION;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;236;2360;PRNY;ELECTROPAC
07/04/2008;4500026272;;;PE;10;101606300;CLE UNIVERSELLE P / ARMOIRE;6;0;UNI;@0N\QHistorique commande/documentat@;XPF;2451;14706;PRNY;SOCADIME / SZYMANSKI
08/04/2008;4500026297;;;PE;10;101606300;FUSIBLE 50A POUR CHARGEUR BATTERIE;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;100;500;PRNY;CAFIA
10/04/2008;4500026334;;;PE;10;101606820;TAPIS CAILLEBOTIS A FOND OUVERT;3;0;UNI;@0N\QHistorique commande/documentat@;XPF;13695;41085;PRNY;AXIOME SUD
11/04/2008;4500026348;;;PE;10;101628110;ANALYSES EFFLUENTS INDUSTRIELS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20508;20508;PRNY;CALEDONIENNE DES EAUX
11/04/2008;4500026348;;;PE;20;101628110;ANALYSES TOURS DE REFROIDISSEMENT;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20508;20508;PRNY;CALEDONIENNE DES EAUX
15/04/2008;4500026376;;;PRY;10;101238100;RAVITAILLEMENT EAUX;40;0;UNI;@0N\QHistorique commande/documentat@;XPF;900;36000;PRNY;CIENC
15/04/2008;4500026378;;;PRY;10;101238000;TRANSPORT EAU;1;0;VAL;@0N\QHistorique commande/documentat@;XPF;32000;32000;PRNY;YVA NORD
15/04/2008;4500026393;;100;PE;10;1201287002;LAMPE ALIMENTATEUR CHARBON;20;0;UNI;@0N\QHistorique commande/documentat@;XPF;651;13020;PRNY;SOCADIME / SZYMANSKI
18/04/2008;4500026441;;100;PE;10;2101675001;PILE ALCALINE CRAYON;30;0;UNI;@0N\QHistorique commande/documentat@;XPF;160;4800;PRNY;PROMOTOP SARL
18/04/2008;4500026441;;100;PE;20;2101675005;PILE RECHARGEABLE CRAYON;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;1120;5600;PRNY;PROMOTOP SARL
18/04/2008;4500026441;;100;PE;30;2100680000;PEINTURE JAUNE BOMMBE 250G.;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;540;1080;PRNY;PROMOTOP SARL
18/04/2008;4500026441;;100;PE;40;101606300;HORLOGE GM RONDE;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;1650;1650;PRNY;PROMOTOP SARL
18/04/2008;4500026441;;100;PE;50;101606300;SOCLE DE 5 PRISES + INT.;3;0;UNI;@0N\QHistorique commande/documentat@;XPF;550;1650;PRNY;PROMOTOP SARL
18/04/2008;4500026442;;100;PE;10;101606400;TAMPONS AUTO-ENCREURS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;36900;36900;PRNY;RECTO VERSO
21/04/2008;4500026449;;;PE;10;101606400;TAMPONS AUTO-ENCREURS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;36900;36900;PRNY;RECTO VERSO
22/04/2008;4500026465;;;PRY;10;101238100;RAVITAILLEMENT EAUX;30;0;UNI;@0N\QHistorique commande/documentat@;XPF;900;27000;PRNY;CIENC
22/04/2008;4500026466;;;PRY;10;101238000;TRANSPORT EAU;1;0;VAL;@0N\QHistorique commande/documentat@;XPF;32000;32000;PRNY;YVA NORD
24/04/2008;4500026487;;;PE;10;101624300;TRANSPORT POUR 1 CUVE ACIDE SULFURIQ 10%;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;30000;30000;PRNY;MESACHIMIE
24/04/2008;4500026493;;100;PE;10;2403677021;SOLUTION HYPOCHLORITE DE CALCIUM 24°;160;0;L;@0N\QHistorique commande/documentat@;XPF;165;26400;PRNY;MESACHIMIE
25/04/2008;4500026508;;;PE;10;101606300;ETAU AJUSTEUR PIVOTANT;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;37218;37218;PRNY;SOPROTEC
25/04/2008;4500026508;;;PE;20;101606300;JAUGE DE FILETAGE;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;1093;1093;PRNY;SOPROTEC
25/04/2008;4500026508;;;PE;30;101606300;JAUGE FILETAGE;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;1222;1222;PRNY;SOPROTEC
25/04/2008;4500026509;;100;PE;10;101606300;100 PLAQUES DE 30 mm X 100 mm;1;0;UNI;;XPF;12544;12544;PRNY;AMC SUD
28/04/2008;4500026534;;100;PE;10;2100387002;ELECTRODE DE SOUDAGE DIAM 2.5;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;2550;12750;PRNY;AXIAL
28/04/2008;4500026534;;100;PE;20;2100387003;ELECTRODE DE SOUDAGE DIAM 3.15;3;0;UNI;@0N\QHistorique commande/documentat@;XPF;2550;7650;PRNY;AXIAL
28/04/2008;4500026535;;100;PE;10;1403133000;CARTOUCHE FILTRANTE / FILTRE SORTIE CA;14;0;UNI;@0N\QHistorique commande/documentat@;EUR;21,6;302,4;PRNY;EPURO
29/04/2008;4500026550;;100;PE;10;101624300;TRANSPORT DE MATERIELS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;33000;33000;PRNY;CREUGNET EUGENE TRANSROAD
29/04/2008;4500026554;;;PRY;10;101238100;MODEM BEWAN LANBOOSTER 6104;43000;0;UNI;;XPF;1;43000;PRNY;CAN'L
29/04/2008;4500026557;;;PRY;10;101238100;MODEM BEWAN LANBOOSTER 6104;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;43000;43000;PRNY;CAN'L  NET OUTREMER CALEDONIE
30/04/2008;4500026564;;100;PE;10;101628100;TIRAGE PLASTIFIE DU PLAN;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;17162;17162;PRNY;PLAN NC SARL
30/04/2008;4500026564;;100;PE;20;101628100;SUIVI DE PLAN;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;5000;5000;PRNY;PLAN NC SARL
30/04/2008;4500026573;;;PRY;10;101238100;Bloc 3 prises;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;632;632;PRNY;NOPAC
30/04/2008;4500026573;;;PRY;20;101238100;Adhésif invisible;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;396;1980;PRNY;NOPAC
30/04/2008;4500026573;;;PRY;30;101238100;Cartouche encre noire;3;0;UNI;@0N\QHistorique commande/documentat@;XPF;4548;13644;PRNY;NOPAC
30/04/2008;4500026573;;;PRY;40;101238100;Cartouche encre couleur;3;0;UNI;@0N\QHistorique commande/documentat@;XPF;4628;13884;PRNY;NOPAC
30/04/2008;4500026573;;;PRY;50;101238100;Papier multi usages A4 blanc;25;0;UNI;@0N\QHistorique commande/documentat@;XPF;599;14975;PRNY;NOPAC
30/04/2008;4500026573;;;PRY;60;101238100;Coins lettre aluminium;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;68;136;PRNY;NOPAC
30/04/2008;4500026573;;;PRY;70;101238100;Correcteur dryline grip;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;516;2580;PRNY;NOPAC
30/04/2008;4500026573;;;PRY;80;101238100;Lingettes nettoyantes;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;788;788;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;10;101238100;Bloc 3 prises code 633092;1;0;UNI;;XPF;632;632;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;20;101238100;Adhésif code 810.1933R;5;0;UNI;;XPF;396;1980;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;30;101238100;Cartouche code HPC4810AE;3;0;UNI;;XPF;4548;13644;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;40;101238100;Cartouche code HPC6578D;3;0;UNI;;XPF;4628;13884;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;50;101238100;Papier A4 code Q2400A;25;0;UNI;;XPF;599;14975;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;60;101238100;Coins lettre code 170101;2;0;UNI;;XPF;68;136;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;70;101238100;Correcteurs code P0465403;5;0;UNI;;XPF;516;2580;PRNY;NOPAC
30/04/2008;4500026574;;;PRY;80;101238100;Lingettes code 67656;1;0;UNI;;XPF;788;788;PRNY;NOPAC
02/05/2008;4500026575;;;PE;10;101606300;TUYAU SILICONE BP 10MM;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;3213;3213;PRNY;IFT PACIFIC
02/05/2008;4500026575;;;PE;20;101606300;COLLIERS ASFA-L W4 INOX 8-16;20;0;UNI;@0N\QHistorique commande/documentat@;XPF;90;1800;PRNY;IFT PACIFIC
02/05/2008;4500026580;;;PRY;10;101238000;TRANSPORT EAU;1;0;VAL;@0N\QHistorique commande/documentat@;XPF;32000;32000;PRNY;YVA NORD
02/05/2008;4500026581;;;PRY;10;101238100;RAVITAILLEMENT EN EAU;26;0;UNI;@0N\QHistorique commande/documentat@;XPF;900;23400;PRNY;CIENC
05/05/2008;4500026598;;100;PE;10;101624300;TRANSPORT POUR 1 CUVE ACIDE SULFURIQUE;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;30000;30000;PRNY;MESACHIMIE
05/05/2008;4500026599;;100;PE;10;101606300;GRAISSE LGGB 2;12;0;UNI;@0N\QHistorique commande/documentat@;XPF;1545;18540;PRNY;VIBATECH
05/05/2008;4500026602;;100;PE;10;101606300;ROULEMENT A BILLE;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;10090;20180;PRNY;VIBATECH
05/05/2008;4500026602;;100;PE;20;101606300;ROULEMENT A BILLE;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;6030;12060;PRNY;VIBATECH
06/05/2008;4500026613;;100;PE;10;101606300;CHARGEUR DE BATTERIES + 4 PILES NIMH AA;2;0;UNI;;XPF;2980;5960;PRNY;MICROPOLIS KENU-IN
14/05/2008;4500026656;;100;PE;10;101606300;PAUMELLE DE GRILLE FORTE ACIER 100;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;756;7560;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;20;101606300;PAUMELLE DE GRILLE FORTE ACIER 80;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;592;5920;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;30;101606300;RAPE PLATE MP 250mm-6344/022-;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;1960;3920;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;40;101606300;RUBAN CHANTIER R/B 100mm-50mm 540304;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;316;1580;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;50;101606300;ADHESIF HAVANE EMBALLAGE 50mm-50mm;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;280;1400;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;60;101606300;PITON METAUX 6X62/65;200;0;UNI;@0N\QHistorique commande/documentat@;XPF;44;8800;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;70;101606300;LAMPE ENERGIZER WORKPRO 2D 627136;4;0;UNI;@0N\QHistorique commande/documentat@;XPF;2040;8160;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;80;101606300;BACHE STANDARD BLEUE 3X4m 90grs 1123;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;1276;1276;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;90;101606300;BACHE STANDARD BLEUE 4X6m 90grs 1112;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;2144;2144;PRNY;DUCOS QUINCAILLERIE
14/05/2008;4500026656;;100;PE;100;101606300;COLLE A BOIS-3L;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;4147;4147;PRNY;DUCOS QUINCAILLERIE
15/05/2008;4500026664;;;PRY;10;101238000;TRANSPORT EAU;1;0;VAL;@0N\QHistorique commande/documentat@;XPF;32000;32000;PRNY;YVA NORD
15/05/2008;4500026665;;;PRY;10;101238100;RAVITAILLEMENT EAU;32;0;UNI;@0N\QHistorique commande/documentat@;XPF;900;28800;PRNY;CIENC
20/05/2008;4500026708;;100;PE;10;2100386014;GILET FLUO JAUNE DOUBLE CEINTURE   T. XL;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;690;6900;PRNY;VETRAL-AGECOM SARL
20/05/2008;4500026708;;100;PE;20;2100386015;GILET FLUO JAUNE DOUBLE CEINTURE T. XXL;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;690;6900;PRNY;VETRAL-AGECOM SARL
20/05/2008;4500026708;;100;PE;30;2100386009;LUNETTE DE PROTECTION INCOLORES;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;800;8000;PRNY;VETRAL-AGECOM SARL
20/05/2008;4500026708;;100;PE;40;2100386010;LUNETTE DE PROTECTION TEINTEES;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;800;8000;PRNY;VETRAL-AGECOM SARL
20/05/2008;4500026717;;100;PE;10;2100386011;LUNETTE MASQUE;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;765;7650;PRNY;AXIAL
20/05/2008;4500026717;;100;PE;20;2100386012;BOUCHONS D'OREILLE AVEC CORDONS;50;0;UNI;;XPF;340;17000;PRNY;AXIAL
20/05/2008;4500026717;;100;PE;30;2100386006;GANTS MECANICIEN T.9;50;0;UNI;;XPF;433;21650;PRNY;AXIAL
20/05/2008;4500026718;;100;PE;10;101613610;LOCATION MENSUELLE DE 10 CASIERS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;28000;28000;PRNY;SOCADIS
20/05/2008;4500026722;;100;PE;10;2101675003;PILE ALCALINE GROSSE;30;0;UNI;@0N\QHistorique commande/documentat@;XPF;245;7350;PRNY;PROMOTOP SARL
20/05/2008;4500026722;;100;PE;20;2101675004;PILE ALCALINE MOYENNE;30;0;UNI;@0N\QHistorique commande/documentat@;XPF;180;5400;PRNY;PROMOTOP SARL
21/05/2008;4500026724;;100;PE;10;101606300;GANTS VERTS;6;0;UNI;@0N\QHistorique commande/documentat@;XPF;2850;17100;PRNY;MESACHIMIE
21/05/2008;4500026724;;100;PE;20;101606300;TABLIERS PVC verts renforcés;3;0;UNI;@0N\QHistorique commande/documentat@;XPF;2184;6552;PRNY;MESACHIMIE
21/05/2008;4500026724;;100;PE;30;101606300;PORTES VISIERES;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;1520;3040;PRNY;MESACHIMIE
21/05/2008;4500026724;;100;PE;40;101606300;VISIERES DE RECHANGE;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;1360;2720;PRNY;MESACHIMIE
22/05/2008;4500026775;;;PRY;10;101238100;CAPSULES CREMA AROMA BLEU;100;0;UNI;@0N\QHistorique commande/documentat@;XPF;65;6500;PRNY;LA CASE A CAFE
22/05/2008;4500026775;;;PRY;20;101238100;GOBELETS 15 CL X 100;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;700;700;PRNY;LA CASE A CAFE
22/05/2008;4500026775;;;PRY;30;101238100;SPATULES X 100;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;250;250;PRNY;LA CASE A CAFE
22/05/2008;4500026775;;;PRY;40;101238100;SUCRE STICK X 200;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;500;500;PRNY;LA CASE A CAFE
22/05/2008;4500026775;;;PRY;50;101238100;THE PECHE;50;0;UNI;@0N\QHistorique commande/documentat@;XPF;65;3250;PRNY;LA CASE A CAFE
22/05/2008;4500026793;;100;PE;10;101628110;ANALYSE EFFLUENTS INDUSTRIELS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20884;20884;PRNY;CALEDONIENNE DES EAUX
22/05/2008;4500026793;;100;PE;20;101628110;ANALYSE PURGES TRS DE REFROIDISSEMENT;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20884;20884;PRNY;CALEDONIENNE DES EAUX
22/05/2008;4500026793;;100;PE;30;101628110;ASTREINTE+ANALYSE SAMEDI;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;8100;8100;PRNY;CALEDONIENNE DES EAUX
22/05/2008;4500026796;;100;PE;10;101606300;TUBE TELESCOPIQUE POUR HP;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;4398;4398;PRNY;SFAC
22/05/2008;4500026796;;100;PE;20;2100674000;CHIFFON COULEURS;4;0;UNI;@0N\QHistorique commande/documentat@;XPF;8998;35992;PRNY;SFAC
22/05/2008;4500026798;;100;PE;10;101606300;MEULEUSE 125 mm 1100WS125 KRESS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;21196;21196;PRNY;SOPROTEC
23/05/2008;4500026799;;;PE;10;2100386016;GANTS ANTI- CHALEUR;6;0;UNI;@0N\QHistorique commande/documentat@;XPF;2950;17700;PRNY;LA VIE MODERNE
23/05/2008;4500026800;;;PE;10;2100678000;PAPIER ABSORBANT HYDROCARBURE;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;18580;37160;PRNY;SOCIETE DE SERVICES PETROLIERS SA
26/05/2008;4500026836;;;PE;10;101606820;PHARMACIE DE SECOURS POUR LES QUARTS;1;0;UNI;;XPF;15039;15039;PRNY;PHARMACIE DE PLUM
26/05/2008;4500026838;;;PE;10;101606820;Renouvellement trousse de secours;1;0;UNI;;XPF;9330;9330;PRNY;PHARMACIE DE PLUM
26/05/2008;4500026840;;;PE;10;101606820;JERRICAN PLASTIC HYDROCARBURE 20L;4;0;UNI;@0N\QHistorique commande/documentat@;XPF;2872;11488;PRNY;DUCOS QUINCAILLERIE
27/05/2008;4500026842;;;PRY;10;101238100;FOUR A MOUFLE COMPACT NABERTHERM;1;0;UNI;;EUR;3770;3770;PRNY;LABO AND CO
27/05/2008;4500026842;;;PRY;20;101238100;PAIRE GANTS PROTECTION 900°C;1;0;UNI;;EUR;130;130;PRNY;LABO AND CO
27/05/2008;4500026842;;;PRY;30;101238100;PINCE A CREUSET 500 MM;1;0;UNI;;EUR;45;45;PRNY;LABO AND CO
27/05/2008;4500026842;;;PRY;40;101238100;PINCE A CREUSET 300 MM;1;0;UNI;;EUR;25;25;PRNY;LABO AND CO
27/05/2008;4500026842;;;PRY;50;101238100;CHEMINEE AVEC CATALYSEUR;1;0;UNI;;EUR;770;770;PRNY;LABO AND CO
27/05/2008;4500026842;;;PRY;60;101238100;THERMOCOUPLE;1;0;UNI;;EUR;190;190;PRNY;LABO AND CO
27/05/2008;4500026842;;;PRY;70;101238100;RESISTANCES POUR L15/12;1;0;UNI;;EUR;470;470;PRNY;LABO AND CO
27/05/2008;4500026842;;;PRY;80;101238100;CREUSETS PORCELAINE;1;0;UNI;;EUR;8,45;8,45;PRNY;LABO AND CO
02/06/2008;4500026896;;;PRY;10;101238100;RAVITAILLEMENT EN EAUX;40;0;UNI;@0N\QHistorique commande/documentat@;XPF;900;36000;PRNY;CIENC
03/06/2008;4500026898;;;PRY;10;101238000;TRANSPORT EAU;1;0;VAL;@0N\QHistorique commande/documentat@;XPF;32000;32000;PRNY;YVA NORD
04/06/2008;4500026921;;100;PE;10;101615100;VEHICULE VIVARO 284279 NC;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;31001;31001;PRNY;MECATECHNIC
04/06/2008;4500026933;;;PRY;10;101238100;Les Nouvelles Calédoniennes;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;41700;41700;PRNY;PPC NE PLUS UTILISE
04/06/2008;4500026933;;;PRY;20;101238100;Les Nouvelles Calédoniennes 2009-2010;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20850;20850;PRNY;PPC NE PLUS UTILISE
04/06/2008;4500026933;;;PRY;30;101238100;Les Nouvelles Calédoniennes 2009-2010;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20850;20850;PRNY;PPC NE PLUS UTILISE
04/06/2008;4500026933;;;PRY;40;101238100;Les Nouvelles Calédoniennes 2010-2011;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20850;20850;PRNY;PPC NE PLUS UTILISE
04/06/2008;4500026933;;;PRY;50;101238100;Les Nouvelles Calédoniennes 2010-2011;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20850;20850;PRNY;PPC NE PLUS UTILISE
04/06/2008;4500026933;;;PRY;60;101238100;Les Nouvelles Calédoniennes 2011;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;11850;11850;PRNY;PPC NE PLUS UTILISE
04/06/2008;4500026933;;;PRY;70;101238100;Les Nouvelles Calédoniennes 2011;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;11850;11850;PRNY;PPC NE PLUS UTILISE
06/06/2008;4500026954;;100;PE;10;101606300;PROJECTEUR SONPACK7 + LP IM 150W E40;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;23073;23073;PRNY;SOCADIME / SZYMANSKI
06/06/2008;4500026954;;100;PE;20;101606300;PROJECTEUR SONPACK7 + LP IM 400W E40;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;25706;25706;PRNY;SOCADIME / SZYMANSKI
09/06/2008;4500026958;;;PE;10;101606820;BARREAU MAGNETIQUES 5CM;4;0;UNI;@0N\QHistorique commande/documentat@;XPF;1500;6000;PRNY;MESACHIMIE
09/06/2008;4500026959;;;PE;10;101628110;ANALYSE EFFLUENTS INDUSTRIELS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20884;20884;PRNY;CALEDONIENNE DES EAUX
09/06/2008;4500026964;;100;PE;10;101606820;TUBE POLY PE80 20 x 2.3 PN16 50 ML;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;5680;5680;PRNY;SAINT QUENTIN
09/06/2008;4500026964;;100;PE;20;101606820;COUDE PE 90 DEG FF 20;10;0;UNI;@0N\QHistorique commande/documentat@;XPF;168;1680;PRNY;SAINT QUENTIN
09/06/2008;4500026964;;100;PE;30;101606820;"RACCORD PE FF 20 x 1/2""";1;0;UNI;@0N\QHistorique commande/documentat@;XPF;140;140;PRNY;SAINT QUENTIN
09/06/2008;4500026964;;100;PE;40;101606820;"COUDE PE 90 DEG FF 20 x 1/2""";1;0;UNI;@0N\QHistorique commande/documentat@;XPF;156;156;PRNY;SAINT QUENTIN
09/06/2008;4500026964;;100;PE;50;101606820;APPLIQUE MURALE CHROME 1/2 x 1/2 (15X21);1;0;UNI;@0N\QHistorique commande/documentat@;XPF;391;391;PRNY;SAINT QUENTIN
09/06/2008;4500026964;;100;PE;60;101606820;ROBINET EVIER MURAL CH BEC TUBE 20;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;2695;2695;PRNY;SAINT QUENTIN
09/06/2008;4500026965;;100;PE;10;101628110;ANALYSE EFFLUENTS INDUSTRIELS;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20884;20884;PRNY;CALEDONIENNE DES EAUX
09/06/2008;4500026965;;100;PE;20;101628110;ANALYSE EAUX PLUVIALES;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;20884;20884;PRNY;CALEDONIENNE DES EAUX
10/06/2008;4500026979;;;PE;10;101606300;WHITE SPIRIT 1L;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;395;395;PRNY;VALAUTO
10/06/2008;4500026979;;;PE;20;2100680110;PEINTURE BLEU 1KG;15;0;L;@0N\QHistorique commande/documentat@;XPF;2450;36750;PRNY;VALAUTO
10/06/2008;4500026980;;;PE;10;2100088000;DISQUE A TRONCONNER 230 X 3,2 x 22;50;0;UNI;@0N\QHistorique commande/documentat@;XPF;478;23920;PRNY;VALAUTO
10/06/2008;4500026980;;;PE;20;2100680100;PEINTURE ANTI- ROUILLE;3;0;UNI;@0N\QHistorique commande/documentat@;XPF;1230;3691;PRNY;VALAUTO
10/06/2008;4500026981;;;PE;10;101606300;PALETTE PLASTIQUE;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;8955;44775;PRNY;AXIOME SUD
12/06/2008;4500027007;;;PE;10;101606300;TUBE NYLON OD 1/8 BLACK;20;0;UNI;@0N\QHistorique commande/documentat@;XPF;855;1710;PRNY;IFT PACIFIC
12/06/2008;4500027007;;;PE;20;101606300;BRASS COMPRESSIN EQUAL UNION 1/8;2;0;UNI;@0N\QHistorique commande/documentat@;XPF;522;1044;PRNY;IFT PACIFIC
13/06/2008;4500027027;;100;PE;10;101606400;PAPIER MULTI-USAGE A4 BLANS YES SILVER;100;0;UNI;@0N\QHistorique commande/documentat@;XPF;399;39900;PRNY;NOPAC
16/06/2008;4500027031;;100;PE;10;101606300;AMPOULE R7S 230V 500W HAL 11x18;20;0;UNI;@0N\QHistorique commande/documentat@;XPF;532;10640;PRNY;ELECTROPAC
16/06/2008;4500027048;;100;PE;10;101606300;APN OLYMPUS MJU 850SW BLACK 8MP 3X -3M;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;39920;39920;PRNY;MICROPLUS PHOCIDIS SARL
16/06/2008;4500027048;;;PE;20;101606300;CARTE MEMOIRE IMAGE MEMORY CARD DPC-H2GB;1;0;UNI;;XPF;5520;5520;PRNY;MICROPLUS PHOCIDIS SARL
16/06/2008;4500027048;;100;PE;30;101606300;CARTE MEMOIRE XD 1 GO ( A22 );1;0;UNI;@0N\QHistorique commande/documentat@;XPF;3920;3920;PRNY;MICROPLUS PHOCIDIS SARL
17/06/2008;4500027058;;;PE;10;101606820;MALONGO CAFE;300;0;UNI;@0N\QHistorique commande/documentat@;XPF;60;18000;PRNY;LA CAPSULE - MALONGO CAFES
17/06/2008;4500027085;;100;PE;10;101606820;SOLUTION TAMPON PH10, 500ML;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;1200;6000;PRNY;MESACHIMIE
17/06/2008;4500027085;;100;PE;20;101606820;BOITES DE CARTOUCHES DE STOCK  ELECTRODE;5;0;UNI;@0N\QHistorique commande/documentat@;XPF;4300;21500;PRNY;MESACHIMIE
23/06/2008;4500027157;;100;PE;10;101606300;CLE MALE COURTE 82H.19;4;0;UNI;@0N\QHistorique commande/documentat@;XPF;1456;5824;PRNY;SOPROTEC
24/06/2008;4500027165;;100;PRY;10;101238100;RAVITAILLEMENT EN EAUX;45;0;UNI;@0N\QHistorique commande/documentat@;XPF;900;40500;PRNY;CIENC
24/06/2008;4500027167;;100;PRY;10;101238000;TRANSPORT D'EAU;1;0;VAL;@0N\QHistorique commande/documentat@;XPF;32000;32000;PRNY;YVA NORD
25/06/2008;4500027198;;100;PE;10;101613610;LOCATION MENSUELLE DE 10 CASIERS DE1,6M3;1;0;UNI;@0N\QHistorique commande/documentat@;XPF;28000;28000;PRNY;SOCADIS
