DATE;COMMANDE;ARTICLE;DESIGNATION;QTE;DEVISE;PRIX_U;VALEUR;FOURNISSEUR
22/05/2008;4500026775;101238100;SUCRE STICK X 200;1;XPF;500;500;LA CASE A CAFE
22/05/2008;4500026775;101238100;THE PECHE;50;XPF;65;3250;LA CASE A CAFE
22/05/2008;4500026793;101628110;ANALYSE EFFLUENTS INDUSTRIELS;1;XPF;20884;20884;CALEDONIENNE DES EAUX
22/05/2008;4500026793;101628110;ANALYSE PURGES TRS DE REFROIDISSEMENT;1;XPF;20884;20884;CALEDONIENNE DES EAUX
22/05/2008;4500026793;101628110;ASTREINTE+ANALYSE SAMEDI;1;XPF;8100;8100;CALEDONIENNE DES EAUX
22/05/2008;4500026796;101606300;TUBE TELESCOPIQUE POUR HP;1;XPF;4398;4398;SFAC
22/05/2008;4500026796;2100674000;CHIFFON COULEURS;4;XPF;8998;35992;SFAC
22/05/2008;4500026798;101606300;MEULEUSE 125 mm 1100WS125 KRESS;1;XPF;21196;21196;SOPROTEC
23/05/2008;4500026799;2100386016;GANTS ANTI- CHALEUR;6;XPF;2950;17700;LA VIE MODERNE
23/05/2008;4500026800;2100678000;PAPIER ABSORBANT HYDROCARBURE;2;XPF;18580;37160;SOCIETE DE SERVICES PETROLIERS SA
26/05/2008;4500026836;101606820;PHARMACIE DE SECOURS POUR LES QUARTS;1;XPF;15039;15039;PHARMACIE DE PLUM
26/05/2008;4500026838;101606820;Renouvellement trousse de secours;1;XPF;9330;9330;PHARMACIE DE PLUM
26/05/2008;4500026840;101606820;JERRICAN PLASTIC HYDROCARBURE 20L;4;XPF;2872;11488;DUCOS QUINCAILLERIE
27/05/2008;4500026842;101238100;FOUR A MOUFLE COMPACT NABERTHERM;1;EUR;3770;3770;LABO AND CO
27/05/2008;4500026842;101238100;PAIRE GANTS PROTECTION 900°C;1;EUR;130;130;LABO AND CO
27/05/2008;4500026842;101238100;PINCE A CREUSET 500 MM;1;EUR;45;45;LABO AND CO
27/05/2008;4500026842;101238100;PINCE A CREUSET 300 MM;1;EUR;25;25;LABO AND CO
27/05/2008;4500026842;101238100;CHEMINEE AVEC CATALYSEUR;1;EUR;770;770;LABO AND CO
27/05/2008;4500026842;101238100;THERMOCOUPLE;1;EUR;190;190;LABO AND CO
27/05/2008;4500026842;101238100;RESISTANCES POUR L15/12;1;EUR;470;470;LABO AND CO
27/05/2008;4500026842;101238100;CREUSETS PORCELAINE;1;EUR;8,45;8,45;LABO AND CO
02/06/2008;4500026896;101238100;RAVITAILLEMENT EN EAUX;40;XPF;900;36000;CIENC
03/06/2008;4500026898;101238000;TRANSPORT EAU;1;XPF;32000;32000;YVA NORD
04/06/2008;4500026921;101615100;VEHICULE VIVARO 284279 NC;1;XPF;31001;31001;MECATECHNIC
04/06/2008;4500026933;101238100;Les Nouvelles Calédoniennes;1;XPF;41700;41700;PPC NE PLUS UTILISE
04/06/2008;4500026933;101238100;Les Nouvelles Calédoniennes 2009-2010;1;XPF;20850;20850;PPC NE PLUS UTILISE
04/06/2008;4500026933;101238100;Les Nouvelles Calédoniennes 2009-2010;1;XPF;20850;20850;PPC NE PLUS UTILISE
04/06/2008;4500026933;101238100;Les Nouvelles Calédoniennes 2010-2011;1;XPF;20850;20850;PPC NE PLUS UTILISE
04/06/2008;4500026933;101238100;Les Nouvelles Calédoniennes 2010-2011;1;XPF;20850;20850;PPC NE PLUS UTILISE
04/06/2008;4500026933;101238100;Les Nouvelles Calédoniennes 2011;1;XPF;11850;11850;PPC NE PLUS UTILISE
04/06/2008;4500026933;101238100;Les Nouvelles Calédoniennes 2011;1;XPF;11850;11850;PPC NE PLUS UTILISE
06/06/2008;4500026954;101606300;PROJECTEUR SONPACK7 + LP IM 150W E40;1;XPF;23073;23073;SOCADIME / SZYMANSKI
06/06/2008;4500026954;101606300;PROJECTEUR SONPACK7 + LP IM 400W E40;1;XPF;25706;25706;SOCADIME / SZYMANSKI
09/06/2008;4500026958;101606820;BARREAU MAGNETIQUES 5CM;4;XPF;1500;6000;MESACHIMIE
09/06/2008;4500026959;101628110;ANALYSE EFFLUENTS INDUSTRIELS;1;XPF;20884;20884;CALEDONIENNE DES EAUX
09/06/2008;4500026964;101606820;TUBE POLY PE80 20 x 2.3 PN16 50 ML;1;XPF;5680;5680;SAINT QUENTIN
09/06/2008;4500026964;101606820;COUDE PE 90 DEG FF 20;10;XPF;168;1680;SAINT QUENTIN
09/06/2008;4500026964;101606820;"RACCORD PE FF 20 x 1/2""";1;XPF;140;140;SAINT QUENTIN
09/06/2008;4500026964;101606820;"COUDE PE 90 DEG FF 20 x 1/2""";1;XPF;156;156;SAINT QUENTIN
09/06/2008;4500026964;101606820;APPLIQUE MURALE CHROME 1/2 x 1/2 (15X21);1;XPF;391;391;SAINT QUENTIN
09/06/2008;4500026964;101606820;ROBINET EVIER MURAL CH BEC TUBE 20;1;XPF;2695;2695;SAINT QUENTIN
09/06/2008;4500026965;101628110;ANALYSE EFFLUENTS INDUSTRIELS;1;XPF;20884;20884;CALEDONIENNE DES EAUX
09/06/2008;4500026965;101628110;ANALYSE EAUX PLUVIALES;1;XPF;20884;20884;CALEDONIENNE DES EAUX
10/06/2008;4500026979;101606300;WHITE SPIRIT 1L;1;XPF;395;395;VALAUTO
10/06/2008;4500026979;2100680110;PEINTURE BLEU 1KG;15;XPF;2450;36750;VALAUTO
10/06/2008;4500026980;2100088000;DISQUE A TRONCONNER 230 X 3,2 x 22;50;XPF;478;23920;VALAUTO
10/06/2008;4500026980;2100680100;PEINTURE ANTI- ROUILLE;3;XPF;1230;3691;VALAUTO
10/06/2008;4500026981;101606300;PALETTE PLASTIQUE;5;XPF;8955;44775;AXIOME SUD
12/06/2008;4500027007;101606300;TUBE NYLON OD 1/8 BLACK;20;XPF;855;1710;IFT PACIFIC
12/06/2008;4500027007;101606300;BRASS COMPRESSIN EQUAL UNION 1/8;2;XPF;522;1044;IFT PACIFIC
13/06/2008;4500027027;101606400;PAPIER MULTI-USAGE A4 BLANS YES SILVER;100;XPF;399;39900;NOPAC
16/06/2008;4500027031;101606300;AMPOULE R7S 230V 500W HAL 11x18;20;XPF;532;10640;ELECTROPAC
16/06/2008;4500027048;101606300;APN OLYMPUS MJU 850SW BLACK 8MP 3X -3M;1;XPF;39920;39920;MICROPLUS PHOCIDIS SARL
16/06/2008;4500027048;101606300;CARTE MEMOIRE IMAGE MEMORY CARD DPC-H2GB;1;XPF;5520;5520;MICROPLUS PHOCIDIS SARL
16/06/2008;4500027048;101606300;CARTE MEMOIRE XD 1 GO ( A22 );1;XPF;3920;3920;MICROPLUS PHOCIDIS SARL
17/06/2008;4500027058;101606820;MALONGO CAFE;300;XPF;60;18000;LA CAPSULE - MALONGO CAFES
17/06/2008;4500027085;101606820;SOLUTION TAMPON PH10, 500ML;5;XPF;1200;6000;MESACHIMIE
17/06/2008;4500027085;101606820;BOITES DE CARTOUCHES DE STOCK  ELECTRODE;5;XPF;4300;21500;MESACHIMIE
23/06/2008;4500027157;101606300;CLE MALE COURTE 82H.19;4;XPF;1456;5824;SOPROTEC
24/06/2008;4500027165;101238100;RAVITAILLEMENT EN EAUX;45;XPF;900;40500;CIENC
24/06/2008;4500027167;101238000;TRANSPORT D'EAU;1;XPF;32000;32000;YVA NORD
25/06/2008;4500027198;101613610;LOCATION MENSUELLE DE 10 CASIERS DE1,6M3;1;XPF;28000;28000;SOCADIS
25/06/2008;4500027199;101613610;LOCATION MENSUELLE DE 10 CASIERS DE1,6M3;1;XPF;28000;28000;SOCADIS
25/06/2008;4500027200;101613610;LOCATION MENSUELLE DE 10 CASIERS;1;XPF;28000;28000;SOCADIS
30/06/2008;4500027214;101628110;ANALYSE EFFLUENTS INDUSTRIELS;1;XPF;20884;20884;CALEDONIENNE DES EAUX
30/06/2008;4500027214;101628110;ANALYSE PURGES TOURS DE REFROIDISSEMENT;1;XPF;20884;20884;CALEDONIENNE DES EAUX
30/06/2008;4500027216;101606820;PORTE ELECTRODE POUR SENSION;1;XPF;12000;12000;MESACHIMIE
30/06/2008;4500027218;2100086000;DEGRIPPANT EN BIDON;10;XPF;1386;13860;T PAC INDUSTRIES NC
30/06/2008;4500027218;2100086002;SOLVANT AEROSOL;1;XPF;32300;32300;T PAC INDUSTRIES NC
30/06/2008;4500027219;2100086001;DEGRIPPANT AEROSOL;12;XPF;1299;15588;SFAC
30/06/2008;4500027220;2103130100;EXTINCTEUR A POUDRE DE 9KG ABC;2;XPF;20485;40970;AXIAL
30/06/2008;4500027220;2100386017;GANT SOUDEUR;3;XPF;1487;4461;AXIAL
30/06/2008;4500027223;2100561000;YELLOW A DILUE;4;XPF;9500;38000;SITEC
30/06/2008;4500027223;2100088001;DISQUE A TRONCONNER 125 X 3 X 22;25;XPF;199;4987;SITEC
30/06/2008;4500027223;2100384008;FORET A BETON DIAM.12;1;XPF;497;497;SITEC
30/06/2008;4500027223;101606300;COFFRET 25 Forêts 1-3 BETA;1;XPF;6370;6370;SITEC
30/06/2008;4500027227;101628100;TIRAGE DE PLANS;1;XPF;18700;18700;PLAN NC SARL
01/07/2008;4500027243;101606300;REACTIFS AMINO ACIDE F100ml;2;XPF;3300;6600;MESACHIMIE
03/07/2008;4500027280;101606400;REGISTRE FOLIO 3 MAIN;3;XPF;4592;13776;NOPAC
03/07/2008;4500027281;101606400;Fournitures bureautiques;1;XPF;46695;46695;NOPAC
03/07/2008;4500027284;2100384300;KIT D'ACCESSOIRE DE GRAISSAGE;1;XPF;45441;45441;VIBATECH
03/07/2008;4500027285;1100254001;KIT JOINT TORIQUE;1;XPF;8655;8655;VIBATECH
03/07/2008;4500027285;1100254002;BOITE COMPLETE DE 404 O RING;1;XPF;5200;5200;VIBATECH
03/07/2008;4500027285;1100254003;BOITE COMPLETE DE 385 O RING;1;XPF;6700;6700;VIBATECH
03/07/2008;4500027286;101606400;Fournitures bureautiques;1;XPF;46695;46695;NOPAC
03/07/2008;4500027287;101606400;Fournitures bureautiques;1;XPF;46695;46695;NOPAC
03/07/2008;4500027288;101606400;Fournitures bureautiques;1;XPF;46695;46695;NOPAC
03/07/2008;4500027293;101624300;ENLEVEMENENT;2;XPF;1500;3000;AFL
03/07/2008;4500027293;101624300;TRANSPORT;1;XPF;3000;3000;AFL
08/07/2008;4500027327;101238100;RAVITAILLEMENT EN EAUX;40;XPF;900;36000;CIENC
08/07/2008;4500027335;101238000;RAVITAILLEMENT EN EAUX;1;XPF;32000;32000;YVA NORD
11/07/2008;4500027409;2100680000;PEINTURE JAUNE BOMBE.;12;XPF;1598;19176;VALAUTO
11/07/2008;4500027409;2100680004;PEINTURE NOIR BOMBE.;12;XPF;1598;19176;VALAUTO
11/07/2008;4500027409;2100680004;PEINTURE NOIR BOMBE.;8;XPF;998;7984;VALAUTO
16/07/2008;4500027422;101238100;Capsules Crema Aroma Gran Caffé  LVZ0465;100;XPF;65;6500;LA CASE A CAFE
16/07/2008;4500027422;101238100;Thé Lemon capsules;100;XPF;65;6500;LA CASE A CAFE
16/07/2008;4500027422;101238100;100 Gobelets 15 cl;1;XPF;700;700;LA CASE A CAFE
16/07/2008;4500027422;101238100;100 Spatules;1;XPF;250;250;LA CASE A CAFE
16/07/2008;4500027422;101238100;Sucre stick Lavazza 200-800 G;1;XPF;500;500;LA CASE A CAFE
16/07/2008;4500027428;2101675002;PILE ALCALINE  DEMI-CRAYON;30;XPF;85;2550;PROMOTOP SARL
16/07/2008;4500027428;2101675001;PILE ALCALINE CRAYON;15;XPF;160;2400;PROMOTOP SARL
16/07/2008;4500027428;101606300;SOCLE 5 PRISES+INTER;10;XPF;550;5500;PROMOTOP SARL
18/07/2008;4500027478;101606300;POMME DOUCHE LLUVA DIA 220 CHR;10;XPF;3990;39900;ETS GASCHET JEAN
18/07/2008;4500027478;101606300;"RED. LAIT. MM 1"" x 1/2";10;XPF;264;2640;ETS GASCHET JEAN
18/07/2008;4500027479;101624300;LIVRAISON DE NOUMEA A PRONY-ENERGIES;1;XPF;18000;18000;AFL
18/07/2008;4500027480;101606300;SOUDURE ETAIN 60%;3;XPF;800;2400;MONSIEUR BRICOLAGE
18/07/2008;4500027480;101606300;BOUTON POUSSOIR LAIT.;1;XPF;3350;3350;MONSIEUR BRICOLAGE
18/07/2008;4500027480;101606300;ROULETTE PIVOTANTE;4;XPF;380;1520;MONSIEUR BRICOLAGE
23/07/2008;4500027512;101624300;"LIVRAISON DE FUTS ET DE BIDONS ""SHELL""";1;XPF;20000;20000;AFL
23/07/2008;4500027514;101606300;ROULETTE MECANIC FIXE 80MM 60KG 700509;10;XPF;863;8630;DUCOS QUINCAILLERIE
23/07/2008;4500027514;101606300;ROULETTE MECANIC FREIN 80MM 100KG 607034;10;XPF;2378;23780;DUCOS QUINCAILLERIE
23/07/2008;4500027520;101615100;Montage 2 pneus sur 229065NC;1;XPF;48950;48950;CALEBAM SAS
23/07/2008;4500027538;101238100;IMPRIMANTE JET D'ENCRE HP K5400 DN;42700;XPF;1;42700;BARRAU BUSINESS SYSTEMS
29/07/2008;4500027581;101238100;RAVITAILLEMENT EN EAUX;38;XPF;900;34200;CIENC
29/07/2008;4500027583;101238000;TRANSPOT EAUX;1;XPF;32000;32000;YVA NORD
30/07/2008;4500027599;101615120;RECTIFICATION DE NEZ ET ECROU DE BRULEUR;1;XPF;34500;34500;ATELIER MISSERI
30/07/2008;4500027601;2100085000;DEGRAISSANT AEROSOL;12;XPF;1499;17988;SFAC
30/07/2008;4500027601;2100680200;GALVA AEROSOL;12;XPF;1799;21588;SFAC
30/07/2008;4500027602;101606300;"UNION PVCR FF 40x1""1/4";10;XPF;517;5170;SAINT QUENTIN
30/07/2008;4500027602;101606300;"UNION PVCR FM 40x1""1/4";10;XPF;382;3820;SAINT QUENTIN
01/08/2008;4500027624;101606300;VTH 8.8 Z 16X45;25;XPF;115;2880;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTH 8.8 Z 16X50;25;XPF;119;2970;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTH 8.8 Z 16X70;25;XPF;138;3442;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTH 8.8 Z 16X80;25;XPF;151;3780;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTH 8.8 Z 20X60;25;XPF;295;7380;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 6X20;25;XPF;18;450;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 6X30;25;XPF;23;585;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 6X40;25;XPF;30;742;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 8X16;25;XPF;31;787;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 8X20;25;XPF;35;877;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 10X40;25;XPF;54;1350;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 10X70;25;XPF;68;1710;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 12X40;25;XPF;83;2070;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 12X70;25;XPF;103;2587;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027624;101606300;VTCHC 8.8 Z 16X30;25;XPF;193;4837;"GLT INDUSTRIE ""MR BOULON"""
01/08/2008;4500027625;101606300;BAC DE RANGEMENT 200X450X177;24;XPF;1942;46618;VALAUTO
01/08/2008;4500027625;101606300;PINCEAU 37mm;12;XPF;144;1728;VALAUTO
01/08/2008;4500027626;2100386004;COMBINAISON BLANCHE L;20;XPF;980;19600;VALAUTO
01/08/2008;4500027627;101624300;LIVRAISON DE MATERIELS;1;XPF;13500;13500;AGENCE DE FRET ET DE LOGISTIQUE AFL
01/08/2008;4500027628;101628100;REALISATION ET IMPRESSION DU PANNEAU PVC;1;XPF;37293;37293;RECTO VERSO
05/08/2008;4500027676;101606300;PATE A RODER;3;XPF;3198;9594;SFAC
05/08/2008;4500027676;101606300;HT 900 PATE 1 KG.;6;XPF;3899;23394;SFAC
05/08/2008;4500027676;2100095100;PATE A RODER;3;XPF;3198;9594;SFAC
05/08/2008;4500027676;2100175001;PATE A CUIVRE - HT900;6;XPF;3899;23394;SFAC
06/08/2008;4500027693;101606300;FICHE RJ 45 8 CONTACTS;10;XPF;172;1720;SOCADIME / SPOT
06/08/2008;4500027693;101606300;CABLE F/UTP CAT6;30;XPF;131;3930;SOCADIME / SPOT
07/08/2008;4500027703;101606300;ANNEAU DE LEVAGE MALE D.10 MM;4;XPF;1539;6156;BONIFACE ACMA
07/08/2008;4500027703;101606300;ANNEAU DE LEVAGE MALE D.12 MM;4;XPF;1629;6516;BONIFACE ACMA
07/08/2008;4500027703;101606300;ANNEAU DE LEVAGE MALE D.16 MM;4;XPF;2187;8748;BONIFACE ACMA
07/08/2008;4500027704;101606300;PATE;4;XPF;3749;14996;SFAC
07/08/2008;4500027704;101606300;GRAISSE SILICONE S14 1KG;4;XPF;5474;21896;SFAC
07/08/2008;4500027704;2100175003;PATE HAUTE TEMPERATURE;4;XPF;3749;14996;SFAC
07/08/2008;4500027704;2100175002;GRAISSE SILICONE S14;4;XPF;5474;21896;SFAC
07/08/2008;4500027705;101606300;ROULEAU FIBRE COURTE 6802.180;2;XPF;763;1526;DUCOS QUINCAILLERIE
07/08/2008;4500027705;101606300;BAC A PEINTURE BLEU 758.260;2;XPF;385;770;DUCOS QUINCAILLERIE
07/08/2008;4500027705;101606300;FORET HSS 3000 V - 4 MM;2;XPF;94;188;DUCOS QUINCAILLERIE
07/08/2008;4500027705;101606300;POINTE TP 100 x 4,5;1;XPF;1365;1365;DUCOS QUINCAILLERIE
07/08/2008;4500027705;101606300;ADHESIF EMBALLAGE HAVANE PP 20M 50MM;5;XPF;296;1480;DUCOS QUINCAILLERIE
07/08/2008;4500027705;101606300;RUBAN CHANTIER R/B;5;XPF;296;1480;DUCOS QUINCAILLERIE
07/08/2008;4500027705;101606300;MASSETTE CARRE 1,250KG;1;XPF;2509;2509;DUCOS QUINCAILLERIE
07/08/2008;4500027705;101606300;PINCE A DECOFFRER 600x18 MM CARBONE;1;XPF;1271;1271;DUCOS QUINCAILLERIE
07/08/2008;4500027705;2100384500;ROULEAU DE PEINTURE;2;XPF;763;1526;DUCOS QUINCAILLERIE
07/08/2008;4500027705;2100384501;BAC A PEINTURE;2;XPF;385;770;DUCOS QUINCAILLERIE
07/08/2008;4500027705;2100384206;FORET A METAL DIAM.4;2;XPF;94;188;DUCOS QUINCAILLERIE
07/08/2008;4500027705;2100384600;POINTE TP 100 x 4,5;1;XPF;1365;1365;DUCOS QUINCAILLERIE
07/08/2008;4500027705;2100384400;ADHESIF EMBALLAGE HAVANE;5;XPF;296;1480;DUCOS QUINCAILLERIE
07/08/2008;4500027705;2100384401;RUBAN CHANTIER R/B.;5;XPF;296;1480;DUCOS QUINCAILLERIE
07/08/2008;4500027707;101606300;CHAINE GALVA 6 x 52 MM;20;XPF;800;16000;QUINCAILLERIE NOUVELLE
08/08/2008;4500027713;101606300;RETROVISEUR BT01A SAT;1;XPF;13520;13520;PRO TECH
12/08/2008;4500027727;101606400;Fournitures suivant devis n°341106;1;XPF;36460;36460;NOPAC
12/08/2008;4500027729;101606400;Fournitures suivant devis n°341106;1;XPF;36460;36460;NOPAC
14/08/2008;4500027757;101624300;LIVRAISON;1;XPF;9000;9000;AFL
18/08/2008;4500027779;2100175002;GRAISSE SILICONE S14;4;XPF;5474;21896;SFAC
18/08/2008;4500027779;2100175003;PATE HAUTE TEMPERATURE;4;XPF;3749;14996;SFAC
18/08/2008;4500027780;101606300;ANNEAU DE LEVAGE MALE D.10mm;4;XPF;1539;6156;BONIFACE ACMA
18/08/2008;4500027780;101606300;ANNEAU DE LEVAGE MALE D.12mm;4;XPF;1629;6516;BONIFACE ACMA
18/08/2008;4500027780;101606300;ANNEAU DE LEVAGE MALE D.16mm;4;XPF;2187;8748;BONIFACE ACMA
18/08/2008;4500027781;101606300;CHAINE GALVA 6 X 52mm;20;XPF;800;16000;QUINCAILLERIE NOUVELLE
18/08/2008;4500027782;2403677021;SOLUTION HYPOCHLORITE DE CALCIUM 24°;160;XPF;170;27200;MESACHIMIE
18/08/2008;4500027783;101606820;Chambre de lecture;1;XPF;52000;52000;MESACHIMIE
18/08/2008;4500027783;101606820;Chambre de lecture;1;XPF;52000;52000;MESACHIMIE
18/08/2008;4500027785;101606300;SOLUTION AMINO ACIDE F;3;XPF;3300;9900;MESACHIMIE
18/08/2008;4500027785;101238100;PAQUETS DE 100 DPD FREE CHLORINE;2;XPF;4000;8000;MESACHIMIE
19/08/2008;4500027804;101615120;RECHARGE COMPLETE;1;XPF;45500;45500;ATELIER MISSERI
19/08/2008;4500027810;101606300;PINCE DE CONTACT;1;EUR;44,94;44,94;SIBILLE FAMECA ELECTRIC ( SFE )
19/08/2008;4500027813;101238100;RAVITAILLEMENT EN EAUX;46;XPF;900;41400;CIENC
19/08/2008;4500027814;101238000;TRANSPOT EAUX;1;XPF;32000;32000;YVA NORD
19/08/2008;4500027815;101606300;SAC A DOS BV.17;1;XPF;32753;32753;SOPROTEC
21/08/2008;4500027834;101606300;ELECTROVANNE HDS 698C - 6472411;1;XPF;8910;8910;IFT PACIFIC
22/08/2008;4500027842;101606300;MASSETTE CARRE 1,250KG;1;XPF;2509;2509;DUCOS QUINCAILLERIE
22/08/2008;4500027842;101606300;PINCE A DECOFFRER 600x18 MM CARBONE;1;XPF;1271;1271;DUCOS QUINCAILLERIE
24/08/2008;4500027846;2403677004;SOLUTION HYPOCHLORITE DE CALCIUM 24°;160;XPF;170;27200;MESACHIMIE
24/08/2008;4500027846;2403677021;SOLUTION HYPOCHLORITE DE CALCIUM 24°;160;XPF;170;27200;MESACHIMIE
26/08/2008;4500027873;101231100;ORDINATEUR  REF PCBUR/IS;1;XPF;80915;80915;DARTY CTRE VILLE (ancien connexion)
26/08/2008;4500027874;101231100;"ECRAN PLAT TFT - 19""";1;XPF;32345;32345;BARRAU BUSINESS SYSTEMS
28/08/2008;4500027900;2100680111;PEINTURE ROUGE;4;XPF;2750;11000;VALAUTO
28/08/2008;4500027900;2100680900;DILUANT CELLULOSIQUE;1;XPF;3198;3198;VALAUTO
28/08/2008;4500027901;101606300;TUBE GALVA 40X40X3X6ML;2;XPF;4275;8550;SOCAFER
28/08/2008;4500027901;101606300;PLAT GALVA 30X4X6ML;1;XPF;1665;1665;SOCAFER
28/08/2008;4500027901;101606300;TOLE PL GALVA 2.0X1.0X5;1;XPF;18135;18135;SOCAFER
28/08/2008;4500027908;101624300;ENLEVEMENT A MR BOULON;1;XPF;1500;1500;AFL
28/08/2008;4500027908;101624300;ENLEVEMENT AU DOCK AFL;1;XPF;1500;1500;AFL
28/08/2008;4500027908;101624300;LIVRAISON;1;XPF;3000;3000;AFL
28/08/2008;4500027915;101238100;ENVELOPPES CODE 693;1;XPF;176;176;NOPAC
28/08/2008;4500027915;101238100;PORTE-MINE CODE 77405 CODE 693;5;XPF;228;1140;NOPAC
28/08/2008;4500027915;101238100;PORTE-MINE CODE 77427;5;XPF;476;2380;NOPAC
28/08/2008;4500027915;101238100;ETUI MINES CODE 25007-HB;2;XPF;124;248;NOPAC
28/08/2008;4500027915;101238100;CARTOUCHE COULEUR CODE HPC8766W;2;XPF;4768;9536;NOPAC
28/08/2008;4500027915;101238100;CARTOUCHE NOIRE CODE HPC8765W;4;XPF;3984;15936;NOPAC
28/08/2008;4500027915;101238100;BLOC NOTES CODE 391207;5;XPF;184;920;NOPAC
28/08/2008;4500027915;101238100;PILES LR6 CODE 850889;4;XPF;392;1568;NOPAC
28/08/2008;4500027915;101238100;PAPIER A4 BLANC CODE YESA4;25;XPF;472;11800;NOPAC
29/08/2008;4500027923;101238100;ENVELOPPES CODE 693;1;XPF;176;176;NOPAC
29/08/2008;4500027923;101238100;PORTE-MINE CODE 77405;5;XPF;228;1140;NOPAC
29/08/2008;4500027923;101238100;PORTE-MINE CODE 77427;5;XPF;476;2380;NOPAC
29/08/2008;4500027923;101238100;ETUI MINES CODE 25007-HB;2;XPF;124;248;NOPAC
29/08/2008;4500027923;101238100;CARTOUCHES COULEUR CODE HPC8766W;2;XPF;4768;9536;NOPAC
29/08/2008;4500027923;101238100;CARTOUCHES NOIRES CODE HPC8765W;4;XPF;3984;15936;NOPAC
29/08/2008;4500027923;101238100;BLOC NOTES CODE 391207;5;XPF;184;920;NOPAC
29/08/2008;4500027923;101238100;PILES LR6 CODE 850889;4;XPF;392;1568;NOPAC
29/08/2008;4500027923;101238100;PILES LR44 CODE LR44;3;XPF;548;1644;NOPAC
29/08/2008;4500027923;101238100;PAPIER A4 BLANC CODE YESA4;25;XPF;472;11800;NOPAC
29/08/2008;4500027933;101238000;REPAS 4 COUVERTS;16290;XPF;1;16290;MR BOEUF
01/09/2008;4500027937;2100674000;CHIFFON COULEURS;5;XPF;9000;45000;SARL LA MAISON DU CHIFFON
01/09/2008;4500027940;101606300;COFFRET DE TOURNEVIS PLAT ET CRUCIFORME;1;XPF;3998;3998;VALAUTO
01/09/2008;4500027940;101606300;COFFRET DE TOURNEVIS PLAT;1;XPF;5726;5726;VALAUTO
01/09/2008;4500027940;101606300;COFFRET CLES A MOLETTE;1;XPF;5998;5998;VALAUTO
01/09/2008;4500027940;101606300;COFFRET MARTEAU + POITEAU;1;XPF;6398;6398;VALAUTO
01/09/2008;4500027940;101606300;COFFRET A LIMES;1;XPF;3598;3598;VALAUTO
01/09/2008;4500027941;101615100;ENTRETIEN DE L'ELEVATEUR H3,5TX;1;XPF;30519;30519;CIPAC TELECOM
01/09/2008;4500027942;101615100;ENTRETIEN DE LA CHARGEUSE LS170;1;XPF;75732;75732;CIPAC TELECOM
03/09/2008;4500027971;2100386018;LUNETTE DE PROTECTION XC TEINTE 6;10;XPF;1955;19550;AXIAL
03/09/2008;4500027977;101606300;ECHELLE - T3 - 3 PLANS;1;XPF;54300;54300;DUCOS QUINCAILLERIE
03/09/2008;4500027980;101606400;TONER LASERJET 1320N;3;XPF;20600;61800;ABI  SERVICES
05/09/2008;4500027997;2100053000;COLLIER A VIS DIAM. 11-17;20;XPF;1216;2432;S.E.V (SOPROOTEC EQUIPEMENTS VEHICU
05/09/2008;4500027997;2100053001;COLLIER A VIS DIAM. 15-24;20;XPF;1368;2736;S.E.V (SOPROOTEC EQUIPEMENTS VEHICU
05/09/2008;4500027997;2100401900;RACCORD EXPRESS DIAM.10;25;XPF;11824;29560;S.E.V (SOPROOTEC EQUIPEMENTS VEHICU
05/09/2008;4500027997;2100401901;RACCORD EXPRESS DIAM.16;25;XPF;1088;27200;S.E.V (SOPROOTEC EQUIPEMENTS VEHICU
05/09/2008;4500027998;101606400;TAMPONS;1;XPF;18450;18450;RECTO VERSO
05/09/2008;4500028000;101606300;CLE MIXTE 10;1;XPF;550;550;SOPROTEC
05/09/2008;4500028000;101606300;CLE MIXTE 11;1;XPF;580;580;SOPROTEC
05/09/2008;4500028000;101606300;JEU DE TOURNEVIS;1;XPF;6723;6723;SOPROTEC
05/09/2008;4500028003;101624300;ENLEVEMENT;8;XPF;1500;12000;AFL (Immeuble LE DATTIER ROYAL)
05/09/2008;4500028003;101624300;LIVRAISON;1;XPF;3000;3000;AFL (Immeuble LE DATTIER ROYAL)
